job_id,submission_time,num_iteration,model_name,deadline,batch_size,num_gpu,gpu_type
3151afd1-b3ab-925b-6d99-8d7d4cd79adb,1945572,142247,moe__2.4B,1965032,256,8,a10
e5a82573-a363-4d05-9918-796593181c9b,1945641,121400,moe__2.4B,1964482,256,8,a40
f043f272-f7a0-6861-353c-30479e8fffc1,1945645,119965,moe__2.4B,1956739,256,16,a10
460797f8-752b-38fe-beb6-ec62805f914c,1945666,382670,moe__1.3B,1970317,256,8,a10
db529ddf-41cf-ebe7-b117-384342ee3ea0,1945759,126330,moe__2.4B,1973646,256,4,a40
8884f6c5-70c1-89d4-56ff-f67b252dfa07,1945785,142157,moe__2.4B,1965355,256,8,a10
162b278b-859a-0660-1f44-984fb251eda9,1945933,38110,wide_resnet__1B,1960507,256,4,a10
ed4e2b23-620b-3d5e-119d-d3494ad86a06,1946255,6175,moe__2.4B,1950611,256,4,v100
62e0fe9b-dbb9-6339-409e-c068a19fd0aa,1946330,124230,moe__10B,1957347,256,8,a40
47e84828-91dd-4d99-d499-f5c502ce8cd3,1946673,36487,wide_resnet__1B,1948020,256,8,a40
c75fecd4-e8f1-38c3-ba0c-b4b34ab35598,1946979,18788,moe__10B,1967411,512,16,a40
d17599ad-30e4-bbd0-aebd-e6cf7bb6ff7c,1947010,121092,wide_resnet__2B,1972935,256,4,a40
79b4f677-da5a-f621-878a-a248db06912c,1947066,168752,moe__690M,1971119,256,4,a10
9df76fa5-126c-5c67-8012-8b55eaef4f9c,1947402,144418,moe__2.4B,1960984,256,4,a40
92b2a726-91fd-95d5-3e05-10dd9ff8b565,1947459,239297,bert__760M,1971382,128,2,a10
c0881068-25b6-8964-6e08-7f4ccabefcd2,1947472,250020,bert__1.3B,1974312,128,2,a40
20e95cc5-67a2-b803-d9ba-6372707b41b3,1947519,28223,moe__10B,1957162,1024,8,a100
4b18a6be-4950-4897-e339-1268af6c3a00,1947538,780370,bert__2.6B,1962786,128,8,a40
16da7224-4270-ccd7-e071-fe8929bdfee4,1948308,35885,moe__10B,1950427,256,8,v100
cd7bf2e7-de9c-08a0-64ba-2a01ae518d6b,1948445,125482,moe__690M,1962413,256,4,a100
1233f95a-af31-1054-3671-8ed6946fd3ba,1948476,347642,moe__1.3B,1968532,256,8,v100
c73dba06-c18c-cc17-e342-d8f8d1bbd732,1948479,248420,bert__2.6B,1967190,128,8,a40
8461ddb2-41a2-3ee1-45c1-2b92575d8528,1948495,232475,bert__760M,1958471,128,2,a40
2c3a05fc-d9ff-3ce4-8085-35ca995b8139,1948522,142028,moe__10B,1968923,256,4,a100
8d009896-0d37-fc86-8e92-71071e2b655d,1948523,87370,moe__10B,1972940,512,8,a40
f0998d93-cd4d-28aa-804f-7172abc331c4,1948568,113152,wide_resnet__500M,1976503,256,2,v100
5c0bd827-cd2b-9318-69ae-f702bcf74f31,1948612,348710,bert__2.6B,1969913,128,8,v100
bc34a3df-8511-afb1-59b1-c94b579bec6a,1948624,124165,moe__1.3B,1972087,256,8,a100
bbda4f62-da7c-6c3a-c901-6c8ecae1508d,1948632,347242,wide_resnet__500M,1962825,256,4,a40
ab8aa4cd-cf7c-7afa-4256-e26bd48794af,1949017,346475,moe__2.4B,1971486,256,4,a40
eb4b6c24-a674-a622-5a54-32cbb3c8e7f7,1949023,382095,wide_resnet__2B,1970639,256,8,a100
c4e09bd6-8de7-585f-0ebf-871b57ec2127,1949030,114435,moe__1.3B,1968418,256,1,a40
fd5802d5-b7b4-da2f-6de5-8afb6cdbf300,1949055,284225,bert__760M,1976954,128,2,a40
ade15f2e-4cf8-4640-47b3-d596d12b2143,1949063,63201,moe__690M,1959588,512,1,a100
e43e1b20-f0be-6e6b-007b-9f6757aeed38,1949064,161707,moe__1.3B,1973178,256,2,v100
31242890-12c6-ce8a-5b8e-698381d0934d,1949071,161142,wide_resnet__2B,1970764,256,16,a40
d33343eb-08ec-0357-bddb-bed37e4648a5,1949083,119162,moe__690M,1967423,256,2,v100
06bb7102-228b-8e07-dbad-1ea99aa14192,1949098,386440,moe__10B,1958818,256,4,a40
f8547629-42ce-f27b-1093-fb87bc483c2b,1949121,84407,moe__2.4B,1971447,512,8,v100
3ff0a913-7f47-2d06-87e7-55c514867893,1949122,242330,bert__2.6B,1960332,128,4,v100
9143ee6b-838f-a5ed-e3a4-d6dadc667b59,1949144,341815,moe__1.3B,1975533,256,2,v100
28eedcf1-c688-df4b-1e59-6697e2ab7e14,1949146,344317,moe__10B,1975115,256,4,a40
a38ec181-aca6-545f-3d4a-4a5245340021,1949158,124807,wide_resnet__4B,1977066,256,8,v100
e0cdf93a-1148-b602-46fe-844d7772b81b,1949169,343295,moe__2.4B,1969082,256,4,v100
acbf4707-5477-306b-7f5c-b03d384f2830,1949169,169987,moe__2.4B,1967395,256,8,v100
8a9ea5ac-6b72-b907-f7ea-9968876de5fb,1949177,37441,moe__2.4B,1976010,256,4,a40
474b3ae5-edcc-bf43-4bb7-1585240e64c2,1949179,162938,moe__1.3B,1962401,256,1,a40
dee6c627-0f2c-0c0a-6255-3f8976b605d5,1949182,61921,moe__2.4B,1962007,512,8,a40
c5725a82-97f9-fdc2-819a-2b3566dba238,1949189,86658,wide_resnet__2B,1967657,512,8,a100
a4aef6bb-e947-6456-87d8-7897ce72f297,1949192,85955,moe__1.3B,1964505,512,2,v100
e3839705-010b-0c27-5e8a-4951480a0200,1949218,56952,moe__27B,1975391,512,16,v100
6739332f-470a-f8dc-d8b8-c1dec5aaec7d,1949220,142466,wide_resnet__4B,1966052,256,8,v100
e243bdc3-0a33-2762-b388-b3d7f4ee948c,1949222,237527,bert__760M,1973169,128,2,a40
d22b084c-4318-b1b9-83c1-df2e1bc68747,1949226,119805,moe__2.4B,1975844,256,4,a10
9354d7f4-b61a-fdfc-1f1b-bab42c0085c8,1949254,30868,moe__1.3B,1962588,1024,8,a100
a2e20ede-892d-81d5-f214-75dbbc5d3eb4,1949262,35703,moe__1.3B,1972707,256,1,a40
62d91af3-1ae0-7c64-afd5-af37613ebe48,1949263,173062,moe__690M,1965133,256,1,a40
ee73a8a1-2139-4cf4-98b2-4009b034d2d8,1949271,228160,bert__1.3B,1960258,128,2,v100
658f44f3-c71c-c897-2129-e18f8ddd3c3e,1949278,348300,bert__1.3B,1968875,128,4,a100
5454e16a-699f-29e9-a592-f3b54845986d,1949287,345085,moe__10B,1966019,256,4,a100
cd261251-5a69-b796-cd56-a8355bb546d5,1949311,74907,bert__2.6B,1965798,128,8,v100
131c2947-b479-5f48-c38a-4bc744af0a6c,1949314,167412,wide_resnet__500M,1966290,256,4,a10
