job_id,submission_time,num_iteration,model_name,deadline,batch_size,num_gpu,gpu_type
c52391f2-c0e6-18f6-5a9b-a58634638bf0,240179,600,moe__10B,248944,256,16,h100
69ae6c75-11c7-7537-5639-755503109f0d,240179,172,bert__1.3B,249184,256,1,h100
77ba0b10-3c2b-836c-bfd6-277e63884e94,240179,844,moe__10B,245333,256,16,h100
8880ade1-844b-a88d-f2d0-8a26b27e7b9d,240179,552,wide_resnet__1B,251560,256,4,l20
f7ddb1c3-fc7e-d140-60e5-85ab803e8d5f,240180,342,bert__6.7B,250652,128,16,h100
53b7a1d5-240f-d31c-ec65-7e3d88aca9f6,240180,412,moe__2.4B,252682,1024,16,h100
9cb0e36b-a1ba-3dcb-ccbe-fa231cfcbd1d,240180,548,moe__1.3B,249503,256,16,h100
ece91846-c2e1-4502-3036-0f505322ee8f,240180,817,wide_resnet__6.8B,250331,256,16,h100
a6719f38-a61f-60d8-8167-8e512c828b93,240180,596,wide_resnet__6.8B,249568,256,16,h100
1299a020-f157-8cad-c699-4e4839414a94,240180,837,moe__1.3B,251894,256,4,h100
ba42733c-4b59-0745-f29c-db17ba28a2b9,240182,1642,moe__27B,250319,256,16,h100
d54bcec5-d918-7ff5-cd3a-9adb24cada76,240183,466,moe__1.3B,253833,1024,16,h100
adaa9b78-48cf-ed22-9529-87bbb9a27cd5,240183,89,moe__690M,252937,512,4,h100
6dee4228-631a-ae61-778a-ad6e1a7d5a41,240183,1659,wide_resnet__1B,253234,256,8,h100
9883c611-3c17-fa07-2944-12af3c782140,240183,179,moe__2.4B,252758,256,4,l20
d1f2be97-0bae-462c-704c-8a7d97955602,240183,767,bert__2.6B,250972,256,4,h100
34cd5d6f-52bd-d07b-07b5-c69a4a13de29,240184,171,moe__2.4B,250281,256,4,h100
46fc31db-55ca-982a-ca88-276436affc77,240184,193,moe__690M,246380,1024,4,h100
f121434e-1010-a064-ce26-20ff328529a1,240185,173,wide_resnet__500M,248726,256,16,h100
8bb0cfe7-9f60-606f-35f1-d0a21a47d361,240185,847,moe__10B,244901,256,8,h100
a2c39075-3101-9662-55ef-572391bbca03,240186,341,bert__6.7B,252482,128,8,h100
360848bc-c7c8-1db1-20b1-d8261c78e2d3,240186,419,moe__1.3B,249081,512,8,h100
40dd4e0f-112c-8124-27d3-2d45ea24ea3a,240187,143,wide_resnet__1B,249511,1024,16,h100
07083aa6-8d64-c7d3-54cf-479fbc006136,240187,678,moe__690M,252501,256,2,h100
cf7b3271-e118-8a69-4403-dae0bf3be31b,240188,420,moe__10B,249697,512,16,h100
28be894a-c6bb-2bbc-5461-74aaea258c65,242114,2000,bert__2.6B,248838,128,4,h100
cbec5016-4e82-fd5e-8756-e05035cb8d41,242114,144,moe__10B,246633,1024,16,h100
49fd5ee5-5192-afa7-387c-fb13340bffcb,242115,413,bert__6.7B,246878,256,8,h100
80f7c5f0-16e3-3c1d-c020-6118ed16bee5,242115,121,moe__10B,247016,256,8,h100
5fb26d34-4115-d12e-005e-0b17dbae47c4,242115,546,moe__690M,248554,256,4,h100
a03d6f69-021c-facb-2673-6d23c5d0a0ac,242115,419,bert__760M,251525,256,8,l20
e157c124-fea9-dfb9-a385-31a9d1e63fb7,242115,122,moe__10B,247931,256,8,l20
4828eb85-a47d-657e-d6c4-bd5ce155d338,242115,585,moe__10B,247304,256,8,h100
2fd07b2f-7fb8-66bc-df8e-5693b290256f,242115,597,bert__2.6B,251250,512,8,h100
e929e7df-ff50-e581-edf7-aa29b7ff9c83,242115,242,bert__6.7B,247246,512,16,h100
139cebb3-7e3b-534b-f549-4b5d071ef20f,242119,769,bert__2.6B,249417,128,8,h100
4862f17d-d37f-4be6-0dde-abcc6b258cbb,242119,977,bert__6.7B,248049,128,8,h100
e8119ab9-6c2e-ae0b-74a0-2c1f235992b8,242119,293,moe__10B,246859,512,16,h100
96f35771-242b-f7bf-c621-068e0443d9a8,242120,546,moe__10B,251061,256,16,h100
e50399b7-8225-eb62-c700-be387ece75ee,242120,551,moe__2.4B,247044,256,8,h100
e9e73d57-9e7d-146b-07b8-bdeee90cbc49,242120,1335,moe__690M,250396,256,8,h100
3eed5faf-c100-58ca-04dd-9975e3b5dd9f,242121,585,moe__27B,250964,256,16,h100
0dc2cee5-98f0-2d68-0a2c-9d8677060c7a,242121,123,wide_resnet__1B,245955,1024,4,h100
8c2c7d5c-d315-dad4-46ba-b6b11e100f9b,242121,213,moe__10B,246200,512,16,h100
a95d9448-ba98-4aef-4017-1c1a7101fcfc,242122,602,moe__27B,249836,256,16,h100
7bb7acd2-ac33-f5c1-ccb8-d6d60253e7b2,242123,409,wide_resnet__500M,250298,256,2,h100
2abb1647-d838-6f30-b70b-da21dd728d56,242123,812,bert__1.3B,250234,128,1,h100
f4d0d392-8ee9-0d39-fdfa-71a36c88d143,242124,388,moe__10B,250839,256,16,h100
f6003f09-9d53-e7f8-49a9-17d6c43953ed,242125,194,moe__10B,245854,512,8,l20
e303f451-ae36-22de-a913-a92ba410aa1a,242126,30,moe__1.3B,245869,1024,8,h100
a881644c-fa98-73b9-a701-d0960cb7321f,242224,581,moe__27B,249723,256,16,h100
620deb5e-628a-313c-46b4-b4603aa4960b,242224,144,moe__10B,248500,1024,16,h100
eb8f6af2-d601-f36b-9784-f6e61d112177,242224,1625,bert__6.7B,248514,128,16,h100
12bb954f-44c7-6929-e8f8-72c5e6e1396c,242224,172,bert__2.6B,255333,256,4,h100
150f3be4-24a3-e27a-0f53-3e9a0cd95fb9,242225,1875,moe__10B,249820,256,16,h100
d15f2728-d477-d223-dcab-893c7a95df83,242226,921,moe__27B,254661,512,16,h100
a8ab9884-e908-bd44-053d-8ea23b22499a,242226,1656,wide_resnet__4B,250793,256,8,h100
b764b1f9-0df9-c154-5538-8c8fb84cb517,242226,597,moe__690M,250608,256,4,h100
e4691176-2604-acea-f763-8f94d8612dad,242226,142,wide_resnet__6.8B,251189,1024,16,h100
823c69a2-4909-87c9-86d1-f4dbd3440ea3,242226,813,moe__27B,253731,256,16,h100
9f27bc06-f686-95aa-373e-2f8f34c93ebf,242228,600,wide_resnet__500M,250597,256,8,h100
24510912-3bef-d844-5e0e-98121d79be77,242228,583,moe__10B,251134,256,8,h100
79b11c37-1055-a10d-01ff-49571afbbe0b,242229,805,moe__10B,247986,256,4,h100
840d0069-52bf-f0d3-c822-06b158d5a50b,242229,580,moe__10B,249566,256,8,h100
8928f9ea-5be3-0054-eef8-545733e25f16,242229,1194,bert__6.7B,246874,128,8,h100
320beb5e-428f-0eb4-d67c-4527c0a7ac50,242229,584,moe__690M,249346,256,16,h100
0e1caea3-3c72-60b0-7b29-aa66e3b04af8,242229,417,moe__10B,254910,1024,8,h100
ed1771e4-d54e-c6a5-0899-c6912d61ea88,242230,592,wide_resnet__1B,252600,256,1,h100
384cbfbf-81d0-8054-b273-4f6e4b865144,242230,286,bert__760M,250796,512,16,h100
ba2133c5-08b8-615d-67fd-5f2d13831f01,242230,838,moe__10B,253903,256,8,h100
37e27671-ea7f-17d1-9a01-76390e6ecd60,242233,601,wide_resnet__4B,253814,256,8,h100
bb9fe5e8-43c2-a4ca-d944-a886808b902f,242233,184,wide_resnet__4B,254937,256,8,h100
9f69d845-7df9-5cb3-378e-045a17bd1f60,242234,171,wide_resnet__6.8B,250179,256,16,h100
