job_id,submission_time,num_iteration,model_name,deadline,batch_size,num_gpu,gpu_type
0730acda-4851-7fe1-e2ba-d6fc5204dcc2,1991355,22,moe__690M,2000917,256,16,a40
feaf1258-b378-e7d3-123b-59437f690aa1,1991382,7,moe__2.4B,2005588,256,8,a40
da77e271-facc-42f9-3a5f-54f791f64432,1991460,28,moe__690M,2013332,256,4,a10
ceb2d5cc-a373-9cc8-cc90-5738fb409e19,1991478,23,moe__1.3B,2001758,256,8,a40
24d47934-be7c-46dc-2596-e7cc9e18ecaf,1991496,24,moe__2.4B,2001036,256,4,a40
110fd580-c509-8828-105a-add9fe169dbf,1991496,8,moe__1.3B,2009548,256,16,a40
ccfeed49-f7bf-feea-84c2-a9e008e96ce8,1991580,24,moe__1.3B,2009885,256,16,a40
40cbbfba-d336-6de8-7659-2713576f42b0,1991678,7,moe__1.3B,2006835,256,8,a40
19114045-f8a6-3474-754c-bd66f054e5c0,1991687,12,moe__690M,2008234,256,4,a10
19dcc345-2a68-4c3c-a49d-67755cf1e331,1991716,32,moe__690M,2006872,256,4,a10
6549d745-7dbc-9a50-6f7a-6ad3285758d9,1991728,7,moe__1.3B,2004163,256,16,a10
ac04dc60-228c-484f-a466-26c69dde3932,1991795,27,moe__690M,1994147,256,8,a10
4a60a96f-45ab-636d-5ea9-36fa444206e5,1992009,17,moe__1.3B,2008123,256,2,a40
383aa0cb-8cf7-89a9-2019-fe5210417536,1992091,7,wide_resnet__2B,2008520,256,8,a40
1307326e-3530-1ebb-f9dc-468307f1ba85,1992145,22,wide_resnet__2B,2006481,256,4,a40
7294dee8-5bd5-695c-7285-f309d95ad95f,1992146,34,moe__690M,2019854,256,16,a40
56374cad-f210-b14d-8191-2a8c8aa344f2,1992199,17,moe__1.3B,2010347,256,8,a10
ebfac797-7614-e5fb-be18-3db4a7884b34,1992219,4,wide_resnet__1B,1995025,256,4,a10
e8c6af60-d99f-966d-a1f6-8f25ad952db7,1992223,6,moe__1.3B,2012745,256,16,a40
9713eb2a-0c29-c03b-5d2b-89ed056da0a2,1992263,7,moe__1.3B,2008630,256,2,a40
38636214-9972-d2d0-5a50-bd3a8eb209bc,1992271,7,wide_resnet__1B,2006480,256,8,a40
ba5545b0-3c19-6700-d2e2-882fe3020950,1992292,8,wide_resnet__500M,2020308,256,8,a10
