job_id,submission_time,num_iteration,model_name,deadline,batch_size,num_gpu,gpu_type
c52391f2-c0e6-18f6-5a9b-a58634638bf0,240179,15,moe__690M,248944,1024,4,3090-r
69ae6c75-11c7-7537-5639-755503109f0d,240179,4,moe__2.4B,249184,1024,4,3090-r
77ba0b10-3c2b-836c-bfd6-277e63884e94,240179,42,bert__760M,245333,512,4,3090-r
8880ade1-844b-a88d-f2d0-8a26b27e7b9d,240179,110,bert__760M,251560,128,1,3090-r
f7ddb1c3-fc7e-d140-60e5-85ab803e8d5f,240180,8,wide_resnet__500M,250652,512,1,3090-r
53b7a1d5-240f-d31c-ec65-7e3d88aca9f6,240180,82,wide_resnet__500M,252682,512,1,3090-r
9cb0e36b-a1ba-3dcb-ccbe-fa231cfcbd1d,240180,54,moe__1.3B,249503,256,1,3090-r
ece91846-c2e1-4502-3036-0f505322ee8f,240180,40,moe__2.4B,250331,512,4,3090-r
a6719f38-a61f-60d8-8167-8e512c828b93,240180,119,bert__760M,249568,128,4,1080ti-2r
1299a020-f157-8cad-c699-4e4839414a94,240180,83,moe__2.4B,251894,256,2,3090-r
ba42733c-4b59-0745-f29c-db17ba28a2b9,240182,164,moe__1.3B,250319,256,1,3090-r
d54bcec5-d918-7ff5-cd3a-9adb24cada76,240183,93,wide_resnet__1B,253833,512,2,3090-r
adaa9b78-48cf-ed22-9529-87bbb9a27cd5,240183,17,moe__690M,252937,256,2,1080ti-2r
6dee4228-631a-ae61-778a-ad6e1a7d5a41,240183,82,moe__690M,253234,512,4,3090-r
9883c611-3c17-fa07-2944-12af3c782140,240183,35,bert__1.3B,252758,128,1,3090-r
d1f2be97-0bae-462c-704c-8a7d97955602,240183,153,bert__760M,250972,128,4,1080ti-2r
34cd5d6f-52bd-d07b-07b5-c69a4a13de29,240184,8,wide_resnet__500M,250281,512,2,1080ti-2r
46fc31db-55ca-982a-ca88-276436affc77,240184,77,bert__760M,246380,256,2,3090-r
f121434e-1010-a064-ce26-20ff328529a1,240185,4,moe__690M,248726,1024,4,3090-r
8bb0cfe7-9f60-606f-35f1-d0a21a47d361,240185,169,bert__1.3B,244901,128,1,3090-r
a2c39075-3101-9662-55ef-572391bbca03,240186,17,wide_resnet__500M,252482,256,2,1080ti-2r
360848bc-c7c8-1db1-20b1-d8261c78e2d3,240186,83,bert__760M,249081,256,4,3090-r
40dd4e0f-112c-8124-27d3-2d45ea24ea3a,240187,28,wide_resnet__500M,249511,512,1,3090-r
07083aa6-8d64-c7d3-54cf-479fbc006136,240187,33,bert__760M,252501,512,2,3090-r
cf7b3271-e118-8a69-4403-dae0bf3be31b,240188,168,bert__760M,249697,128,2,3090-r
28be894a-c6bb-2bbc-5461-74aaea258c65,242114,133,moe__2.4B,248838,256,2,3090-r
cbec5016-4e82-fd5e-8756-e05035cb8d41,242114,57,bert__760M,246633,256,2,3090-r
49fd5ee5-5192-afa7-387c-fb13340bffcb,242115,82,bert__760M,246878,128,4,1080ti-2r
80f7c5f0-16e3-3c1d-c020-6118ed16bee5,242115,3,moe__690M,247016,1024,4,3090-r
5fb26d34-4115-d12e-005e-0b17dbae47c4,242115,109,bert__760M,248554,128,4,1080ti-2r
a03d6f69-021c-facb-2673-6d23c5d0a0ac,242115,10,wide_resnet__500M,251525,1024,4,3090-r
e157c124-fea9-dfb9-a385-31a9d1e63fb7,242115,12,wide_resnet__1B,247931,256,4,3090-r
4828eb85-a47d-657e-d6c4-bd5ce155d338,242115,117,bert__760M,247304,128,1,3090-r
2fd07b2f-7fb8-66bc-df8e-5693b290256f,242115,59,wide_resnet__500M,251250,512,1,3090-r
e929e7df-ff50-e581-edf7-aa29b7ff9c83,242115,24,wide_resnet__500M,247246,512,4,1080ti-2r
139cebb3-7e3b-534b-f549-4b5d071ef20f,242119,76,bert__1.3B,249417,128,1,3090-r
4862f17d-d37f-4be6-0dde-abcc6b258cbb,242119,48,moe__690M,248049,256,4,3090-r
e8119ab9-6c2e-ae0b-74a0-2c1f235992b8,242119,14,moe__690M,246859,1024,2,3090-r
96f35771-242b-f7bf-c621-068e0443d9a8,242120,27,bert__760M,251061,512,2,3090-r
e50399b7-8225-eb62-c700-be387ece75ee,242120,110,bert__760M,247044,128,1,3090-r
e9e73d57-9e7d-146b-07b8-bdeee90cbc49,242120,200,bert__760M,250396,128,4,3090-r
3eed5faf-c100-58ca-04dd-9975e3b5dd9f,242121,29,bert__760M,250964,512,2,3090-r
0dc2cee5-98f0-2d68-0a2c-9d8677060c7a,242121,24,wide_resnet__500M,245955,512,2,1080ti-2r
8c2c7d5c-d315-dad4-46ba-b6b11e100f9b,242121,42,moe__1.3B,246200,256,4,3090-r
a95d9448-ba98-4aef-4017-1c1a7101fcfc,242122,30,moe__1.3B,249836,512,2,3090-r
7bb7acd2-ac33-f5c1-ccb8-d6d60253e7b2,242123,40,wide_resnet__500M,250298,256,4,3090-r
2abb1647-d838-6f30-b70b-da21dd728d56,242123,81,bert__1.3B,250234,128,4,3090-r
f4d0d392-8ee9-0d39-fdfa-71a36c88d143,242124,19,wide_resnet__500M,250839,512,2,3090-r
f6003f09-9d53-e7f8-49a9-17d6c43953ed,242125,38,moe__690M,245854,256,4,1080ti-2r
e303f451-ae36-22de-a913-a92ba410aa1a,242126,12,moe__690M,245869,256,1,3090-r
a881644c-fa98-73b9-a701-d0960cb7321f,242224,58,moe__690M,249723,256,4,3090-r
620deb5e-628a-313c-46b4-b4603aa4960b,242224,115,bert__760M,248500,128,1,3090-r
eb8f6af2-d601-f36b-9784-f6e61d112177,242224,81,wide_resnet__500M,248514,256,2,3090-r
12bb954f-44c7-6929-e8f8-72c5e6e1396c,242224,34,bert__1.3B,255333,128,1,3090-r
150f3be4-24a3-e27a-0f53-3e9a0cd95fb9,242225,200,bert__760M,249820,128,1,3090-r
d15f2728-d477-d223-dcab-893c7a95df83,242226,184,moe__690M,254661,256,2,1080ti-2r
a8ab9884-e908-bd44-053d-8ea23b22499a,242226,82,bert__760M,250793,512,2,3090-r
b764b1f9-0df9-c154-5538-8c8fb84cb517,242226,59,bert__1.3B,250608,256,4,3090-r
e4691176-2604-acea-f763-8f94d8612dad,242226,56,moe__690M,251189,256,2,1080ti-2r
823c69a2-4909-87c9-86d1-f4dbd3440ea3,242226,81,wide_resnet__500M,253731,256,4,1080ti-2r
9f27bc06-f686-95aa-373e-2f8f34c93ebf,242228,30,moe__1.3B,250597,512,2,3090-r
24510912-3bef-d844-5e0e-98121d79be77,242228,58,wide_resnet__500M,251134,256,2,1080ti-2r
79b11c37-1055-a10d-01ff-49571afbbe0b,242229,80,moe__1.3B,247986,256,1,3090-r
840d0069-52bf-f0d3-c822-06b158d5a50b,242229,58,moe__690M,249566,256,2,1080ti-2r
8928f9ea-5be3-0054-eef8-545733e25f16,242229,59,moe__690M,246874,256,4,3090-r
320beb5e-428f-0eb4-d67c-4527c0a7ac50,242229,29,wide_resnet__2B,249346,512,4,3090-r
0e1caea3-3c72-60b0-7b29-aa66e3b04af8,242229,166,wide_resnet__500M,254910,256,1,3090-r
ed1771e4-d54e-c6a5-0899-c6912d61ea88,242230,118,bert__760M,252600,128,4,3090-r
384cbfbf-81d0-8054-b273-4f6e4b865144,242230,114,bert__760M,250796,128,1,3090-r
ba2133c5-08b8-615d-67fd-5f2d13831f01,242230,41,moe__690M,253903,512,4,3090-r
37e27671-ea7f-17d1-9a01-76390e6ecd60,242233,120,bert__760M,253814,128,2,3090-r
bb9fe5e8-43c2-a4ca-d944-a886808b902f,242233,4,moe__690M,254937,1024,4,3090-r
9f69d845-7df9-5cb3-378e-045a17bd1f60,242234,8,bert__760M,250179,512,4,3090-r
cfd1c57d-9f35-dec1-9435-91cc06ea8ac9,242234,57,moe__690M,255445,256,1,3090-r
8994b175-c432-b87f-0050-203c020281d7,242234,92,wide_resnet__500M,249236,512,4,3090-r
32cdc1d0-0c99-a75b-d9d0-1c72529cbc09,245175,200,moe__690M,273287,256,2,1080ti-2r
d64dbbb0-3111-5e09-c8c6-cbbb65606cc7,245175,48,moe__1.3B,276011,1024,4,3090-r
66c676f2-e5a2-e7d0-e895-01e534a1ce0c,245175,48,moe__690M,267741,256,2,1080ti-2r
c859c0eb-cf6b-fd37-a9f6-05ed2aec7576,245175,200,bert__760M,266820,128,2,3090-r
5a33a6e7-57e9-5b83-2cfe-189a0dc29c55,245175,49,wide_resnet__1B,270218,256,4,3090-r
74cdae7e-73ba-7afd-a6d7-1157b8faa516,245175,200,wide_resnet__500M,275363,256,2,1080ti-2r
aa1f3a39-2615-11a5-a267-a276e6d13d2c,245175,26,wide_resnet__500M,265782,512,1,3090-r
d84b2f9d-6d09-5461-f67a-1b391111770b,245175,85,moe__2.4B,261998,512,4,3090-r
acf31b4d-9583-3542-095c-97fdfa51a4d5,245176,97,moe__690M,272547,512,2,3090-r
